PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,LAT_DD83,LON_DD83,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,BENT_SAMPLE_TYPE,BENT_MMI_COND,OE_COND,SAMPLED_BENT,MMI_BENT,OE_SCORE,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,BURRPTAX,CHIRPTAX,CLNGNTAX,CLNGPTAX,DOM5PIND,EPHENTAX,EPHEPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,HPRIME,INTLNTAX,NOINPIND,NTOLNTAX,NTOLPTAX,SCRPNTAX,SHRDNTAX,STOLPTAX,TOLRPTAX
9/2/2015,11040,FW08OR045,1,44.90149003,-118.4770479,2008,19-Jul-08,WMT,BENT,BERWW,Good,O/E<0.9,YES,78.57,0.895636593,7.96,6.29,10,8.71,8.82,5.36,NA,NA,NA,64.1,56.09,NA,NA,21,NA,53.85,NA,NA,NA,NA,NA,9,NA,NA,12.82
9/2/2015,11041,FW08OR051,1,44.31650762,-123.2186318,2008,29-Sep-08,WMT,BENT,BELGB,Fair,O/E<0.8,YES,38.2,0.705386305,2.49,5.18,10,1.13,4.12,0,NA,NA,NA,31.82,60.69,NA,NA,13,NA,29.55,NA,NA,NA,NA,NA,9,NA,NA,31.82
9/2/2015,11042,FW08OR052,1,44.85146182,-118.1429123,2008,20-Jul-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,54.72,1.324621685,5.72,6.31,5.71,4.54,7.06,3.49,NA,NA,NA,46.34,55.97,NA,NA,18,NA,43.9,NA,NA,NA,NA,NA,5,NA,NA,17.07
9/2/2015,11044,FW08OR054,1,42.46828279,-124.3453411,2008,20-Aug-08,WMT,BENT,BELGB,Poor,O/E<0.8,YES,14.03,0.566016489,0,5.08,2.86,0.48,0,0,NA,NA,NA,29.03,61.11,NA,NA,5,NA,16.13,NA,NA,NA,NA,NA,3,NA,NA,35.48
9/2/2015,11045,FW08OR058,1,44.14641093,-122.5770456,2008,5-Aug-08,WMT,BENT,BELGB,Good,O/E>0.9,YES,67.67,1.124867076,5,9.89,10,4.4,10,1.31,NA,NA,NA,45.76,41.06,NA,NA,24,NA,40.68,NA,NA,NA,NA,NA,8,NA,NA,22.03
9/2/2015,11046,FW08OR058,2,44.14641093,-122.5770456,2008,16-Sep-08,WMT,BENT,BELGB,Fair,O/E>0.9,YES,41.92,1.03833884,2.06,6.25,8.57,4.15,4.12,0,NA,NA,NA,44.68,56.23,NA,NA,13,NA,27.66,NA,NA,NA,NA,NA,7,NA,NA,25.53
9/2/2015,11047,FW08OR059,1,43.57753366,-123.501659,2008,2-Aug-08,WMT,BENT,BELGB,Poor,O/E<0.5,YES,13.22,0.17759324,0,2.22,5.71,0,0,0,NA,NA,NA,24,73.04,NA,NA,2,NA,8,NA,NA,NA,NA,NA,5,NA,NA,36
9/2/2015,11051,FW08OR069,1,45.19312941,-118.704127,2008,18-Jul-08,WMT,BENT,BERWW,Fair,O/E>0.9,YES,48.08,1.080562165,3.34,10,4.29,4.42,5.88,0.92,NA,NA,NA,45.83,35.03,NA,NA,16,NA,33.33,NA,NA,NA,NA,NA,4,NA,NA,22.92
9/2/2015,11053,FW08OR060,1,44.77924123,-122.816474,2008,14-Aug-08,WMT,BENT,BELGB,Good,O/E>0.9,YES,61.13,1.061599093,4.95,7.7,8.57,4.28,6.47,4.71,NA,NA,NA,45.24,50.2,NA,NA,17,NA,40.48,NA,NA,NA,NA,NA,7,NA,NA,14.29
9/2/2015,11079,FW08CO001,1,37.36588354,-108.5932791,2008,11-Jul-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,51.63,0.695641757,7.66,7.18,5.71,1.84,2.94,5.65,NA,NA,NA,25,58.1,NA,NA,6,NA,NA,NA,NA,10.98,NA,NA,4,NA,NA,17.86
9/2/2015,11080,FW08CO001,2,37.36588354,-108.5932791,2008,5-Aug-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,21.77,0.973898459,4.74,3.63,0,3.51,1.18,0,NA,NA,NA,33.33,75,NA,NA,3,NA,NA,NA,NA,20.51,NA,NA,0,NA,NA,53.33
9/2/2015,11081,FW08CO003,1,39.73087609,-108.6747246,2008,15-Jul-08,XER,BENT,BERWW,Good,O/E>0.9,YES,72.33,0.978769693,7.84,10,10,4.84,4.71,6.01,NA,NA,NA,40,44.13,NA,NA,9,NA,NA,NA,NA,10.4,NA,NA,7,NA,NA,16.67
9/2/2015,11082,FW08CO003,2,39.73087609,-108.6747246,2008,4-Aug-08,XER,BENT,BERWW,Fair,O/E>0.9,YES,52.58,1.258418177,9.39,6.86,5.71,3.51,1.76,4.32,NA,NA,NA,33.33,59.67,NA,NA,4,NA,NA,NA,NA,5.33,NA,NA,4,NA,NA,22.22
9/2/2015,11083,FW08CO006,1,39.6430304,-107.7110185,2008,16-Jul-08,XER,BENT,BERWW,Fair,O/E>0.9,YES,47.25,1.250834449,1.12,7.87,5.71,4.62,4.71,4.32,NA,NA,NA,38.89,54.85,NA,NA,9,NA,NA,NA,NA,32.33,NA,NA,4,NA,NA,22.22
9/2/2015,11084,FW08CO010,1,39.34428,-104.9728388,2008,2-Jul-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,48.63,1.017224736,9.18,5.07,0,4.46,3.33,7.14,22.22,NA,NA,NA,NA,NA,NA,6,60.67,NA,2.23,6,NA,NA,NA,0,NA,NA,NA
9/2/2015,11085,FW08CO012,1,39.2413809,-104.9580488,2008,30-Jun-08,WMT,BENT,BERWW,Poor,O/E>0.9,YES,21.67,0.907787004,0,6.47,1.43,0.57,0,4.53,NA,NA,NA,29.41,55.31,NA,NA,5,NA,14.71,NA,NA,NA,NA,NA,2,NA,NA,14.71
9/2/2015,11086,FW08CO013,1,37.79720049,-103.3774933,2008,28-Jul-08,SPL,BENT,BERWW,Good,O/E<0.9,YES,48.53,0.87465465,5.8,7.54,2.86,5.39,4.67,2.86,19.35,NA,NA,NA,NA,NA,NA,8,38.59,NA,2.75,3,NA,NA,NA,3,NA,NA,NA
9/2/2015,11087,FW08CO014,1,39.89246561,-105.0565383,2008,18-Jun-08,SPL,BENT,BERWW,Poor,O/E<0.8,YES,19.97,0.77439931,0.1,2.51,2.86,5.18,1.33,0,20,NA,NA,NA,NA,NA,NA,3,1.33,NA,1.69,1,NA,NA,NA,3,NA,NA,NA
9/2/2015,11088,FW08CO017,1,40.97146712,-107.0196069,2008,11-Sep-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,51.8,1.071894365,5.15,7.38,4.29,5.8,3.53,4.93,NA,NA,NA,51.72,51.53,NA,NA,12,NA,41.38,NA,NA,NA,NA,NA,4,NA,NA,13.79
9/2/2015,11089,FW08CO019,1,39.38895974,-104.8672149,2008,1-Jul-08,SPL,BENT,BERWW,Good,O/E<0.8,YES,42.83,0.649381383,8.88,5.78,0,2.08,4.67,4.29,29.63,NA,NA,NA,NA,NA,NA,8,58.67,NA,2.38,4,NA,NA,NA,0,NA,NA,NA
9/2/2015,11090,FW08CO020,1,38.06505925,-102.3363777,2008,29-Jul-08,SPL,BENT,BERWW,Poor,O/E<0.8,YES,9.98,0.643552854,0.25,3.74,0,0,2,0,39.13,NA,NA,NA,NA,NA,NA,4,2.33,NA,1.95,0,NA,NA,NA,1,NA,NA,NA
9/2/2015,11091,FW08CO021,1,39.98812383,-108.7779574,2008,14-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,36.68,0.539717902,9.18,0,2.86,6.84,1.18,1.95,NA,NA,NA,50,98.3,NA,NA,3,NA,NA,NA,NA,6,NA,NA,2,NA,NA,30
9/2/2015,11093,FW08CO025,2,38.86531333,-108.398139,2008,25-Sep-08,XER,BENT,BELGB,Good,O/E>0.9,YES,61.25,1.063495659,7.25,7.11,7.14,5.73,2.94,6.58,NA,NA,NA,44.44,58.47,NA,NA,6,NA,NA,NA,NA,12.33,NA,NA,5,NA,NA,14.81
9/2/2015,11094,FW08CO025,1,38.86531333,-108.398139,2008,15-Aug-08,XER,BENT,BELGB,Poor,O/E>0.9,YES,39.72,0.945329475,2.47,4.69,2.86,7.37,1.76,4.68,NA,NA,NA,52.63,69.96,NA,NA,4,NA,NA,NA,NA,27.94,NA,NA,2,NA,NA,21.05
9/2/2015,11095,FW08CO027,1,39.36936448,-106.4524344,2008,2-Sep-08,WMT,BENT,BERWW,Poor,O/E>0.9,YES,33.67,0.913232205,4.68,1.18,2.86,5.4,2.94,3.14,NA,NA,NA,50,77.39,NA,NA,11,NA,39.29,NA,NA,NA,NA,NA,3,NA,NA,17.86
9/2/2015,11096,FW08CO031,1,40.15970307,-105.1184267,2008,12-Aug-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,70.58,1.026533456,10,6.64,7.14,8.28,6,4.29,10.34,NA,NA,NA,NA,NA,NA,10,68.67,NA,2.56,4,NA,NA,NA,6,NA,NA,NA
9/2/2015,11097,FW08CO038,1,39.07659754,-106.0063979,2008,17-Sep-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,60.15,1.099976384,5.11,8.65,5.71,6.09,4.71,5.82,NA,NA,NA,52.94,46.24,NA,NA,14,NA,41.18,NA,NA,NA,NA,NA,5,NA,NA,11.76
9/2/2015,11098,FW08CO073,1,37.06135096,-105.982904,2008,9-Jul-08,XER,BENT,BERWW,Good,O/E<0.8,YES,62.93,0.681618367,10,3.97,2.86,7.84,3.53,9.56,NA,NA,NA,55,73.39,NA,NA,7,NA,NA,NA,NA,0,NA,NA,2,NA,NA,5
9/2/2015,11099,FW08CO076,1,39.63865573,-102.1136539,2008,30-Jul-08,SPL,BENT,BERWW,Poor,O/E>0.9,YES,18.88,1.029503813,1.12,3.79,2.86,2.23,1.33,0,29.17,NA,NA,NA,NA,NA,NA,3,8,NA,1.96,0,NA,NA,NA,3,NA,NA,NA
9/2/2015,11100,FW08CO103,1,38.60455418,-106.4649269,2008,1-Oct-08,WMT,BENT,BERWW,Good,O/E<0.8,YES,65.32,0.795715386,10,6.03,2.86,8.33,6.47,5.5,NA,NA,NA,62.5,57.14,NA,NA,17,NA,70.83,NA,NA,NA,NA,NA,3,NA,NA,12.5
9/2/2015,11106,FW08IL006,1,37.52548104,-89.18786253,2008,12-Sep-08,SAP,BENT,BERWW,Poor,O/E<0.8,YES,14.58,0.562899668,4.57,0,0,4.18,0,0,16,NA,NA,NA,NA,NA,16,4,NA,NA,1.87,NA,NA,NA,NA,3,NA,NA,36
9/2/2015,11107,FW08IL011,1,41.48585196,-89.84847663,2008,24-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,62.1,1.19029683,3.39,8.98,6.25,7.06,4,7.58,NA,NA,15,NA,NA,5,NA,NA,27.67,NA,2.99,NA,NA,NA,NA,6,NA,11.36,NA
9/2/2015,11108,FW08IL011,2,41.48585196,-89.84847663,2008,7-Oct-08,TPL,BENT,BELGB,Poor,O/E<0.8,YES,24.9,0.640929062,4.83,5.68,1.25,1.18,2,0,NA,NA,5,NA,NA,3,NA,NA,39.13,NA,2.41,NA,NA,NA,NA,2,NA,36.84,NA
9/2/2015,11109,FW08IL017,1,40.78505884,-90.13890701,2008,8-Oct-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,74.55,1.017488556,4.39,10,7.5,5.88,9,7.96,NA,NA,13,NA,NA,10,NA,NA,35.66,NA,3.29,NA,NA,NA,NA,7,NA,10.26,NA
9/2/2015,11114,FW08IL022,1,41.90001688,-89.4821499,2008,28-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,58.65,1.04808567,2.69,7.27,6.25,7.06,7,4.92,NA,NA,15,NA,NA,8,NA,NA,22.11,NA,2.69,NA,NA,NA,NA,6,NA,19.05,NA
9/2/2015,11117,FW08IL018,1,41.15196235,-87.91418346,2008,28-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,75.15,0.933434729,4.94,9.72,7.5,7.65,10,5.28,NA,NA,16,NA,NA,12,NA,NA,40,NA,3.12,NA,NA,NA,NA,7,NA,18,NA
9/2/2015,11118,FW08IL024,1,37.85241965,-89.19182797,2008,13-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,43.85,1.385413678,2.59,9.26,3.75,4.12,2,4.59,NA,NA,10,NA,NA,3,NA,NA,21.33,NA,3.04,NA,NA,NA,NA,4,NA,20,NA
9/2/2015,11119,FW08IL027,1,42.21645225,-88.18890937,2008,25-Sep-08,TPL,BENT,BELGB,Fair,O/E<0.8,YES,27.12,0.760928134,1.42,7.5,5,2.35,0,0,NA,NA,7,NA,NA,1,NA,NA,12,NA,2.73,NA,NA,NA,NA,5,NA,42.42,NA
9/2/2015,11120,FW08IL028,1,37.85027158,-89.33574472,2008,11-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,44.17,1.261845594,2.51,8.3,3.75,4.12,3,4.82,NA,NA,10,NA,NA,4,NA,NA,20.67,NA,2.87,NA,NA,NA,NA,4,NA,19.35,NA
9/2/2015,11121,FW08IL029,1,40.06321766,-90.30726993,2008,10-Oct-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,57.6,0.917182494,4.72,4.26,3.75,4.71,8,9.12,NA,NA,11,NA,NA,9,NA,NA,38.26,NA,2.16,NA,NA,NA,NA,4,NA,6.9,NA
9/2/2015,11123,FW08IL031,1,41.51647365,-90.30615738,2008,23-Sep-08,TPL,BENT,BELGB,Good,O/E<0.9,YES,62.43,0.85820503,3.86,7.9,6.25,5.29,6,8.16,NA,NA,12,NA,NA,7,NA,NA,31.43,NA,2.8,NA,NA,NA,NA,6,NA,9.68,NA
9/2/2015,11124,FW08IL036,1,40.15377162,-89.67550511,2008,9-Oct-08,TPL,BENT,BELGB,Good,O/E<0.8,YES,51.52,0.712969287,2.88,8.07,2.5,2.94,7,7.52,NA,NA,8,NA,NA,8,NA,NA,23.61,NA,2.83,NA,NA,NA,NA,3,NA,11.54,NA
9/2/2015,11125,FW08IL038,1,42.49488395,-89.26560528,2008,6-Oct-08,TPL,BENT,BELGB,Good,O/E<0.8,YES,46.22,0.776541803,2.99,7.78,1.25,4.71,4,7,NA,NA,11,NA,NA,5,NA,NA,24.49,NA,2.78,NA,NA,NA,NA,2,NA,13.04,NA
9/2/2015,11134,FW08VT003,1,43.94606478,-72.71105066,2008,1-Jul-08,NAP,BENT,BERWW,Good,O/E<0.8,YES,59.27,0.618961794,8.15,2.02,7.78,4.86,7.62,5.13,NA,NA,NA,48.72,68.32,NA,NA,19,NA,48.72,NA,NA,NA,NA,66.67,10,NA,NA,NA
9/2/2015,11135,FW08VT004,1,44.8061487,-72.13634495,2008,21-Aug-08,NAP,BENT,BERWW,Good,O/E>0.9,YES,70.78,0.933126326,7.47,6.76,4.44,7.91,8.1,7.79,NA,NA,NA,61.36,49.82,NA,NA,20,NA,45.45,NA,NA,NA,NA,77.27,7,NA,NA,NA
9/2/2015,11136,FW08VT005,1,44.21421333,-72.96547209,2008,24-Jun-08,NAP,BENT,BERWW,Good,O/E>0.9,YES,60.2,1.094793885,7.92,3.49,3.33,5.17,8.1,8.11,NA,NA,NA,50,62.59,NA,NA,20,NA,47.62,NA,NA,NA,NA,78.57,6,NA,NA,NA
9/2/2015,11137,FW08VT007,1,43.90350564,-72.8253244,2008,18-Aug-08,NAP,BENT,BERWW,Good,O/E<0.9,YES,64.52,0.837560376,9.64,2.84,2.22,6.59,7.62,9.8,NA,NA,NA,55.88,65.13,NA,NA,19,NA,55.88,NA,NA,NA,NA,85.29,5,NA,NA,NA
9/2/2015,11138,FW08VT008,1,43.04998903,-72.72147128,2008,30-Jul-08,NAP,BENT,BERWW,Fair,O/E<0.8,YES,41.97,0.633490504,6.47,0,0,5.17,4.76,8.78,NA,NA,NA,50,77.03,NA,NA,13,NA,40.62,NA,NA,NA,NA,81.25,3,NA,NA,NA
9/2/2015,11139,FW08TX003,1,30.28718756,-98.89560053,2008,2-Jul-08,SPL,BENT,BERWW,Good,O/E<0.9,YES,65.37,0.8593772,5.66,7.96,5.71,8.93,6.67,4.29,8.33,NA,NA,NA,NA,NA,NA,11,37.67,NA,2.84,4,NA,NA,NA,5,NA,NA,NA
9/2/2015,11140,FW08TX004,1,32.28043629,-97.97061693,2008,9-Jul-08,SPL,BENT,BERWW,Good,O/E<0.8,YES,46.47,0.735004447,3,7.87,4.29,9.39,3.33,0,6.9,NA,NA,NA,NA,NA,NA,6,20.3,NA,2.82,1,NA,NA,NA,4,NA,NA,NA
9/2/2015,11144,FW08TX010,1,30.5975647,-98.06989927,2008,6-Jul-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,47.02,0.916369196,1.17,5.83,5.71,9.31,3.33,2.86,7.14,NA,NA,NA,NA,NA,NA,6,8.33,NA,2.39,3,NA,NA,NA,5,NA,NA,NA
9/2/2015,11145,FW08TX011,1,33.06838281,-94.46843757,2008,30-Jun-08,CPL,BENT,BERWW,Poor,O/E<0.5,YES,8.75,0.462002218,0,0,0,0,0,5.25,NA,NA,NA,13.33,NA,NA,NA,1,NA,NA,1.04,NA,76.26,NA,NA,NA,1,NA,26.67
9/2/2015,11146,FW08TX017,1,31.54151415,-97.41663635,2008,5-Jul-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,49.72,1.190388818,3.47,7.96,1.43,5.93,5.33,5.71,17.65,NA,NA,NA,NA,NA,NA,9,23.33,NA,2.84,5,NA,NA,NA,2,NA,NA,NA
9/2/2015,11151,FW08TX031,1,30.87365616,-97.62101278,2008,8-Jul-08,SPL,BENT,BERWW,Good,O/E<0.9,YES,35.65,0.830007382,0.41,4.36,4.29,9.66,2.67,0,6.06,NA,NA,NA,NA,NA,NA,5,3.33,NA,2.08,1,NA,NA,NA,4,NA,NA,NA
9/2/2015,11153,FW08TX045,1,32.46103578,-94.70198008,2008,28-Jun-08,CPL,BENT,BERWW,Poor,O/E<0.8,YES,22.25,0.607012465,8.89,2.25,1.25,0.96,0,0,NA,NA,NA,18.18,NA,NA,NA,1,NA,NA,2,NA,8.71,NA,NA,NA,2,NA,63.64
9/2/2015,11175,FW08IN002,1,39.41488769,-86.0084241,2008,30-Jul-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,56.92,1.34950887,1.76,9.03,6.25,7.06,4,6.05,NA,NA,15,NA,NA,5,NA,NA,14.71,NA,3,NA,NA,NA,NA,6,NA,15.79,NA
9/2/2015,11176,FW08IN003,1,40.07580709,-84.84430651,2008,7-Aug-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,33.4,1.389897176,1.17,3.12,6.25,5.88,1,2.62,NA,NA,13,NA,NA,2,NA,NA,10,NA,1.96,NA,NA,NA,NA,6,NA,25.71,NA
9/2/2015,11177,FW08IN004,1,41.09378365,-85.80106993,2008,11-Aug-08,UMW,BENT,BERWW,Poor,O/E>0.9,YES,19.8,1.099017905,2.31,7.29,0,0.61,0,1.67,27.08,41.67,NA,NA,NA,NA,NA,2,NA,NA,3.14,NA,NA,NA,NA,NA,2,25,NA
9/2/2015,11180,FW08IN005,1,40.76092777,-84.98838699,2008,10-Aug-08,TPL,BENT,BERWW,Poor,O/E<0.8,YES,9.13,0.572736154,0,3.64,1.25,0.59,0,0,NA,NA,4,NA,NA,1,NA,NA,0.33,NA,2.05,NA,NA,NA,NA,2,NA,40,NA
9/2/2015,11181,FW08IN008,1,38.83491245,-86.52325911,2008,1-Aug-08,SAP,BENT,BELGB,Fair,O/E<0.8,YES,34.18,0.741807142,8.85,6.76,1.11,1.29,2.5,0,22.22,NA,NA,NA,NA,NA,25.93,10,NA,NA,2.99,NA,NA,NA,NA,4,NA,NA,29.63
9/2/2015,11182,FW08IN002,2,39.41488769,-86.0084241,2008,5-Sep-08,TPL,BENT,BERWW,Fair,O/E>0.9,YES,37.72,1.079607096,0.61,7.16,6.25,3.53,3,2.08,NA,NA,9,NA,NA,4,NA,NA,5.56,NA,2.67,NA,NA,NA,NA,6,NA,27.27,NA
9/2/2015,11183,FW08IN008,2,38.83491245,-86.52325911,2008,4-Sep-08,SAP,BENT,BELGB,Poor,O/E<0.8,YES,17.15,0.659384127,6.29,0,1.11,0.46,1,1.43,24,NA,NA,NA,NA,NA,20,7,NA,NA,1.65,NA,NA,NA,NA,4,NA,NA,24
9/2/2015,11184,FW08IN009,1,41.6946525,-85.91740108,2008,1-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,43.05,1.055579755,7.54,4.39,4.29,6.83,2.78,0,11.63,20.93,NA,NA,NA,NA,NA,9,NA,NA,2.69,NA,NA,NA,NA,NA,6,32.56,NA
9/2/2015,11185,FW08IN011,1,40.86746481,-85.60817962,2008,17-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,67.47,1.356574843,7.5,8.24,7.5,7.65,5,4.59,NA,NA,16,NA,NA,6,NA,NA,60.43,NA,2.86,NA,NA,NA,NA,7,NA,20,NA
9/2/2015,11186,FW08IN014,1,40.31739021,-87.30044825,2008,16-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,60.68,1.01333362,4.23,7.78,5,5.29,8,6.11,NA,NA,12,NA,NA,9,NA,NA,34.33,NA,2.78,NA,NA,NA,NA,5,NA,15.62,NA
9/2/2015,11187,FW08IN015,1,40.90640874,-86.7115276,2008,13-Jul-08,UMW,BENT,BELGB,Good,O/E<0.9,YES,66.07,0.819000163,7.78,7.48,1.43,6.92,7.22,8.81,11.43,20,NA,NA,NA,NA,NA,17,NA,NA,3.17,NA,NA,NA,NA,NA,4,5.71,NA
9/2/2015,11188,FW08IN016,1,38.35094769,-86.61831604,2008,4-Aug-08,SAP,BENT,BERWW,Poor,O/E<0.8,YES,26.57,0.697412549,3.23,3.09,2.22,2.62,1.5,3.28,19.35,NA,NA,NA,NA,NA,12.9,8,NA,NA,2.48,NA,NA,NA,NA,5,NA,NA,19.35
9/2/2015,11189,FW08IN017,1,41.15722367,-86.58538781,2008,10-Jul-08,UMW,BENT,BELGB,Good,O/E<0.5,YES,58.22,0.414785523,4.68,7.03,8.57,0,6.11,8.54,29.03,32.26,NA,NA,NA,NA,NA,15,NA,NA,3.1,NA,NA,NA,NA,NA,9,6.45,NA
9/2/2015,11191,FW08IN020,1,41.17253557,-87.38959372,2008,5-Sep-08,TPL,BENT,BELGB,Good,O/E<0.5,YES,63.38,0.493096208,8.34,6.76,6.25,2.94,5,8.74,NA,NA,8,NA,NA,6,NA,NA,67.11,NA,2.6,NA,NA,NA,NA,6,NA,8,NA
9/2/2015,11192,FW08IN023,1,40.54494518,-84.92548748,2008,8-Aug-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,40.85,1.10423356,1.33,5.28,3.75,4.12,5,5.03,NA,NA,10,NA,NA,6,NA,NA,11.29,NA,2.34,NA,NA,NA,NA,4,NA,18.75,NA
9/2/2015,11193,FW08IN018,1,38.71122902,-87.17757112,2008,3-Aug-08,TPL,BENT,BERWW,Poor,O/E<0.9,YES,12.77,0.805063747,0,6.48,0,1.18,0,0,NA,NA,5,NA,NA,0,NA,NA,0,NA,2.55,NA,NA,NA,NA,1,NA,39.13,NA
9/2/2015,11194,FW08MI023,1,42.06127146,-86.42369501,2008,13-Aug-08,UMW,BENT,BELGB,Fair,O/E>0.9,YES,33.3,1.159834718,2.43,5.48,5.71,0.86,1.11,4.39,26.47,41.18,NA,NA,NA,NA,NA,6,NA,NA,2.86,NA,NA,NA,NA,NA,7,17.65,NA
9/2/2015,11195,FW08IN025,1,41.66737013,-85.94200038,2008,2-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,43.68,1.261373062,6.38,4.77,4.29,2.95,5.56,2.26,21.28,25.53,NA,NA,NA,NA,NA,14,NA,NA,2.75,NA,NA,NA,NA,NA,6,23.4,NA
9/2/2015,11196,FW08IN028,1,39.6101024,-84.95963267,2008,6-Aug-08,TPL,BENT,BERWW,Fair,O/E<0.9,YES,32.37,0.867537051,0.5,8.75,1.25,5.29,2,1.63,NA,NA,12,NA,NA,3,NA,NA,4.64,NA,2.95,NA,NA,NA,NA,2,NA,28.57,NA
9/2/2015,11197,FW08IN029,1,41.60258314,-86.11116261,2008,1-Jul-08,UMW,BENT,BERWW,Poor,O/E>0.9,YES,22.47,1.137414831,1.51,1.42,1.43,4.58,0,4.54,17.24,44.83,NA,NA,NA,NA,NA,4,NA,NA,2.23,NA,NA,NA,NA,NA,4,17.24,NA
9/2/2015,11198,FW08IN030,1,39.96892757,-87.47214622,2008,15-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,53.27,0.959707447,9.46,2.67,3.75,5.29,4,6.79,NA,NA,12,NA,NA,5,NA,NA,75.97,NA,1.88,NA,NA,NA,NA,4,NA,13.64,NA
9/2/2015,11199,FW08IN033,1,41.17260178,-86.51700711,2008,11-Jul-08,UMW,BENT,BELGB,Good,O/E<0.8,YES,47.55,0.625086123,4.12,4.45,4.29,5.96,3.89,5.82,13.79,34.48,NA,NA,NA,NA,NA,11,NA,NA,2.7,NA,NA,NA,NA,NA,6,13.79,NA
9/2/2015,11200,FW08MI038,1,42.0641964,-85.14743755,2008,14-Aug-08,UMW,BENT,BELGB,Fair,O/E<0.9,YES,30.93,0.817889229,2.73,6.71,2.86,1.45,2.22,2.59,25,40,NA,NA,NA,NA,NA,8,NA,NA,3.05,NA,NA,NA,NA,NA,5,22.5,NA
9/2/2015,11201,FW08MI019,1,43.05631052,-85.594206,2008,10-Jul-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,53.68,1.197151661,5.44,4.97,5.71,7.59,3.89,4.61,9.76,29.27,NA,NA,NA,NA,NA,11,NA,NA,2.78,NA,NA,NA,NA,NA,7,17.07,NA
9/2/2015,11203,FW08MI024,1,43.34147415,-83.6244102,2008,9-Jul-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,79.83,1.180184421,4.56,10,10,10,10,3.34,NA,NA,23,NA,NA,12,NA,NA,37,NA,3.57,NA,NA,NA,NA,10,NA,23.64,NA
9/2/2015,11205,FW08MI026,1,43.02233875,-86.02397272,2008,11-Jul-08,UMW,BENT,BELGB,Fair,O/E<0.9,YES,29.83,0.891485576,1.29,4,7.14,3.46,1.67,0.34,20,45.71,NA,NA,NA,NA,NA,7,NA,NA,2.63,NA,NA,NA,NA,NA,8,28.57,NA
9/2/2015,11206,FW08MI028,1,43.31096671,-83.96788131,2008,1-Jul-08,TPL,BENT,BELGB,Fair,O/E>0.9,YES,39.73,1.006773558,2.09,5.28,3.75,2.35,7,3.37,NA,NA,7,NA,NA,8,NA,NA,17.33,NA,2.34,NA,NA,NA,NA,4,NA,23.53,NA
9/2/2015,11207,FW08MI030,1,42.82315902,-84.93878113,2008,11-Sep-08,UMW,BENT,BELGB,Good,O/E>0.9,YES,64.45,1.278361119,7.9,5.81,4.29,7.59,6.67,6.41,9.76,19.51,NA,NA,NA,NA,NA,16,NA,NA,2.91,NA,NA,NA,NA,NA,6,12.2,NA
9/2/2015,11208,FW08MI033,1,42.54166704,-84.62802761,2008,12-Sep-08,UMW,BENT,BELGB,Good,O/E<0.9,YES,52.02,0.803279049,6.52,7.03,1.43,5.92,5.56,4.75,13.89,25,NA,NA,NA,NA,NA,14,NA,NA,3.1,NA,NA,NA,NA,NA,4,16.67,NA
9/2/2015,11210,FW08MI036,1,43.00435548,-82.52504024,2008,7-Jul-08,TPL,BENT,BELGB,Fair,O/E<0.9,YES,39.85,0.835603584,1.72,8.3,5,3.53,5,0.36,NA,NA,9,NA,NA,6,NA,NA,14.39,NA,2.87,NA,NA,NA,NA,5,NA,32.26,NA
