PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,LAT_DD83,LON_DD83,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,BENT_SAMPLE_TYPE,BENT_MMI_COND,OE_COND,SAMPLED_BENT,MMI_BENT,OE_SCORE,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,BURRPTAX,CHIRPTAX,CLNGNTAX,CLNGPTAX,DOM5PIND,EPHENTAX,EPHEPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,HPRIME,INTLNTAX,NOINPIND,NTOLNTAX,NTOLPTAX,SCRPNTAX,SHRDNTAX,STOLPTAX,TOLRPTAX
9/2/2015,13496,FW08RMO9113,1,40.31850124,-92.86299669,2009,6-Jul-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,45.1,0.993650288,3.38,6.65,2.5,4.71,5,4.82,NA,NA,11,NA,NA,6,NA,NA,27.59,NA,2.58,NA,NA,NA,NA,3,NA,19.35,NA
9/2/2015,13497,FW08RMO9011,1,39.59751279,-93.62302697,2009,29-Jun-09,TPL,BENT,BERWW,Good,O/E<0.9,YES,52.92,0.851994401,3.64,7.33,5,4.12,4,7.66,NA,NA,10,NA,NA,5,NA,NA,29.69,NA,2.7,NA,NA,NA,NA,5,NA,11.11,NA
9/2/2015,13498,FW08RIA9107,1,40.59341384,-92.84994501,2009,17-Jun-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,50.22,1.197986984,4.44,3.86,6.25,6.47,3,6.11,NA,NA,14,NA,NA,4,NA,NA,36,NA,2.09,NA,NA,NA,NA,6,NA,15.62,NA
9/2/2015,13499,FW08RIA9106,1,40.9661446,-93.61532878,2009,15-Jun-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,51.4,1.103208459,7.24,5.4,3.75,4.71,3,6.74,NA,NA,11,NA,NA,4,NA,NA,58.33,NA,2.36,NA,NA,NA,NA,4,NA,13.79,NA
9/2/2015,13500,FW08ID016,1,42.525315,-115.490775,2009,6-Jul-09,XER,BENT,BERWW,Good,O/E>0.9,YES,65.1,1.108171442,7.86,6.59,10,3.68,7.06,3.87,NA,NA,NA,34.21,60.92,NA,NA,13,NA,NA,NA,NA,10.33,NA,NA,7,NA,NA,23.68
9/2/2015,13501,FW08RIDREF,1,45.81916667,-114.7583738,2009,14-Jul-09,WMT,BENT,BELGB,Good,O/E>0.9,YES,54.62,1.07121079,6.5,6.29,5.71,6.63,7.06,0.58,NA,NA,NA,55.26,56.06,NA,NA,18,NA,47.37,NA,NA,NA,NA,NA,5,NA,NA,23.68
9/2/2015,13502,FW08ID048,1,42.7385011,-114.8442758,2009,7-Jul-09,XER,BENT,BELGB,Poor,O/E<0.8,YES,29.58,0.664306235,0,4.3,10,1.69,1.76,0,NA,NA,NA,24.24,71.81,NA,NA,4,NA,NA,NA,NA,68.33,NA,NA,7,NA,NA,48.48
9/2/2015,13503,FW08ND072,1,46.56969834,-101.6613958,2009,23-Jul-09,NPL,BENT,BERWW,Good,O/E>0.9,YES,60.77,1.111572032,2.68,7.97,10,0.99,8.57,6.25,32.43,NA,NA,NA,NA,6,NA,NA,NA,16.22,2.67,NA,NA,19,NA,6,NA,NA,NA
9/2/2015,13506,FW08VT015,1,43.71524251,-72.92352172,2009,8-Jul-09,NAP,BENT,BERWW,Fair,O/E>0.9,YES,54.25,1.051998522,5.96,4.69,6.67,2.75,8.57,3.91,NA,NA,NA,40,57.91,NA,NA,21,NA,38.18,NA,NA,NA,NA,61.82,9,NA,NA,NA
9/2/2015,13507,FW08VT017,1,44.98024153,-71.544147,2009,23-Jun-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,56.58,1.130202787,7.47,3.35,2.22,6.27,5.71,8.93,NA,NA,NA,54.55,63.14,NA,NA,15,NA,45.45,NA,NA,NA,NA,81.82,5,NA,NA,NA
9/2/2015,13508,FW08VT025,1,43.76413972,-72.63539338,2009,14-Jul-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,71.62,0.988131762,8.89,6.11,4.44,7.36,9.52,6.65,NA,NA,NA,59.09,52.38,NA,NA,23,NA,52.27,NA,NA,NA,NA,72.73,7,NA,NA,NA
9/2/2015,13509,FW08DE028,1,39.20048459,-75.61541836,2009,21-Jul-09,CPL,BENT,BERWW,Poor,O/E>0.9,YES,25.95,0.920709489,0,0.53,3.75,3.79,1.25,6.25,NA,NA,NA,29.63,NA,NA,NA,3,NA,NA,1.71,NA,79.33,NA,NA,NA,4,NA,22.22
9/2/2015,13602,FW08ND038,1,47.34813679,-101.4005221,2009,5-Aug-09,NPL,BENT,BERWW,Fair,O/E<0.5,YES,46.62,0.438034151,5.54,4.06,2,8.16,5.71,2.5,11.76,NA,NA,NA,NA,4,NA,NA,NA,29.41,1.9,NA,NA,10,NA,2,NA,NA,NA
9/2/2015,13603,FW08MD010,1,38.90393408,-77.05623395,2009,23-Jul-09,CPL,BENT,BERWW,Good,O/E<0.8,YES,64,0.655940044,9.58,4.08,1.25,10,4.38,9.11,NA,NA,NA,57.14,NA,NA,NA,8,NA,NA,2.31,NA,3.77,NA,NA,NA,2,NA,9.52
9/2/2015,13604,FW08MD015,2,39.62420563,-78.42926826,2009,22-Jul-09,SAP,BENT,BELGB,Good,O/E>0.9,YES,48.33,0.942596246,6.49,6.62,4.44,2.11,6.5,2.84,20.45,NA,NA,NA,NA,NA,20.45,18,NA,NA,2.97,NA,NA,NA,NA,7,NA,NA,20.45
9/2/2015,13605,FW08CO123,1,40.89838315,-105.3801509,2009,30-Jul-09,WMT,BENT,BERWW,Good,O/E>0.9,YES,67.12,1.158423197,7.09,6.29,5.71,8.01,7.06,6.11,NA,NA,NA,61.11,56.06,NA,NA,18,NA,50,NA,NA,NA,NA,NA,5,NA,NA,11.11
9/2/2015,13606,FW08CO136,1,37.41580693,-102.5614433,2009,28-Jul-09,SPL,BENT,BERWW,Poor,O/E<0.5,YES,16.67,0.234342308,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0.56,0,NA,NA,NA,1,NA,NA,NA
9/2/2015,13607,FW08SD001,1,45.40522735,-98.05885552,2009,23-Jul-09,TPL,BENT,BERWW,Poor,O/E>0.9,YES,21.85,1.1853424,2.39,3.69,2.5,3.53,1,0,NA,NA,9,NA,NA,2,NA,NA,19.67,NA,2.06,NA,NA,NA,NA,3,NA,34.48,NA
9/2/2015,13608,FW08SD006,1,45.42562414,-102.3501296,2009,10-Jul-09,NPL,BENT,BERWW,Poor,O/E<0.8,YES,31.45,0.756695719,0.97,6.5,0,6.46,2.86,2.08,16.67,NA,NA,NA,NA,2,NA,NA,NA,8.33,2.38,NA,NA,9,NA,1,NA,NA,NA
9/2/2015,13609,FW08SD014,1,45.15361622,-102.5972291,2009,9-Jul-09,NPL,BENT,BERWW,Poor,O/E<0.8,YES,38.2,0.673486829,6.39,0,2,10,2.86,1.67,0,NA,NA,NA,NA,2,NA,NA,NA,33.33,0.91,NA,NA,8,NA,2,NA,NA,NA
9/2/2015,13610,FW08SD018,1,44.11269572,-100.9509769,2009,18-Jun-09,NPL,BENT,BERWW,Fair,O/E>0.9,YES,46.48,0.961802615,3.5,5.84,0,8.08,7.14,3.33,12,NA,NA,NA,NA,5,NA,NA,NA,20,2.25,NA,NA,12,NA,1,NA,NA,NA
9/2/2015,13611,FW08SD031,1,44.04386154,-101.4511151,2009,17-Jun-09,NPL,BENT,BERWW,Poor,O/E>0.9,YES,27.07,0.920299211,1.71,0,0,10,2.86,1.67,5.88,NA,NA,NA,NA,2,NA,NA,NA,11.76,0.56,NA,NA,8,NA,1,NA,NA,NA
9/2/2015,13612,FW08RSD9036,1,45.31190194,-97.86872113,2009,22-Jul-09,TPL,BENT,BERWW,Poor,O/E>0.9,YES,22.15,0.936138708,2.98,3.92,2.5,3.53,0,0.36,NA,NA,9,NA,NA,1,NA,NA,24.41,NA,2.1,NA,NA,NA,NA,3,NA,32.26,NA
9/2/2015,13613,FW08RSDP04R052,1,45.73477454,-100.6147527,2009,24-Jul-09,NPL,BENT,BERWW,Good,O/E>0.9,YES,59.4,1.116996853,5.59,3.91,6,9.67,7.14,3.33,7.41,NA,NA,NA,NA,5,NA,NA,NA,29.63,1.87,NA,NA,12,NA,4,NA,NA,NA
9/2/2015,13614,FW08SC008,1,34.95063268,-80.92319021,2009,18-Jun-09,SAP,BENT,BELGB,Poor,O/E<0.5,YES,16.48,0.35595717,3.06,0,0,5.8,0,1.03,12.5,NA,NA,NA,NA,NA,12.5,2,NA,NA,2.04,NA,NA,NA,NA,2,NA,NA,25
9/2/2015,13615,FW08NC017,1,36.48170984,-77.65993982,2009,1-Jun-09,SAP,BENT,BELGB,Poor,O/E<0.5,YES,0,0.15167608,0,0,0,0,0,0,33.33,NA,NA,NA,NA,NA,0,1,NA,NA,1.96,NA,NA,NA,NA,2,NA,NA,33.33
9/2/2015,13616,FW08NC021,1,35.40008016,-78.77839795,2009,2-Jun-09,CPL,BENT,BELGB,Good,O/E>0.9,YES,64.83,1.201121396,7.79,6.92,2.5,6.71,8.12,6.86,NA,NA,NA,41.46,NA,NA,NA,14,NA,NA,2.79,NA,16.67,NA,NA,NA,3,NA,19.51
9/2/2015,13618,FW08NC024,1,36.21491717,-80.96029352,2009,14-Jun-09,SAP,BENT,BELGB,Fair,O/E<0.5,YES,41.37,0.236132626,10,0.36,0,6.96,0.5,7,10,NA,NA,NA,NA,NA,30,6,NA,NA,2.1,NA,NA,NA,NA,3,NA,NA,10
9/2/2015,13619,FW08NC025,1,36.53075226,-79.3282469,2009,21-Jun-09,SAP,BENT,BELGB,Fair,O/E<0.8,YES,40.45,0.558182041,8.45,3.02,0,5.8,1,6,12.5,NA,NA,NA,NA,NA,25,7,NA,NA,2.47,NA,NA,NA,NA,3,NA,NA,12.5
9/2/2015,13620,FW08NC029,1,35.45800111,-77.67500301,2009,5-Jun-09,CPL,BENT,BELGB,Fair,O/E>0.9,YES,49.3,1.026361737,3.47,8.93,3.75,5.11,4.38,3.94,NA,NA,NA,35,NA,NA,NA,8,NA,NA,3.13,NA,47.89,NA,NA,NA,4,NA,32.5
9/2/2015,13621,FW08NC032,1,35.99756325,-80.41812604,2009,15-Jun-09,SAP,BENT,BELGB,Poor,O/E<0.5,YES,17.38,0.313992724,10,0.43,0,0,0,0,30,NA,NA,NA,NA,NA,30,3,NA,NA,2.11,NA,NA,NA,NA,3,NA,NA,30
9/2/2015,13622,FW08NC034,1,36.15021169,-76.73789,2009,9-Jun-09,CPL,BENT,BELGB,Fair,O/E<0.8,YES,40.88,0.540672185,0.56,1.3,5,5.88,3.75,8.04,NA,NA,NA,38.1,NA,NA,NA,7,NA,NA,1.84,NA,68.92,NA,NA,NA,5,NA,14.29
9/2/2015,13623,FW08NC039,1,34.51978137,-78.25694366,2009,7-Jun-09,CPL,BENT,BELGB,Poor,O/E>0.9,YES,39.62,0.968640241,0.46,7.22,6.25,3.7,3.12,3.02,NA,NA,NA,29.27,NA,NA,NA,6,NA,NA,2.84,NA,69.67,NA,NA,NA,6,NA,36.59
9/2/2015,13624,FW08NC041,1,35.939543,-78.57552909,2009,23-Jun-09,SAP,BENT,BELGB,Poor,O/E<0.8,YES,18.48,0.74594586,2.29,0.5,3.33,4.97,0,0,14.29,NA,NA,NA,NA,NA,10.71,3,NA,NA,2.12,NA,NA,NA,NA,6,NA,NA,28.57
9/2/2015,13625,FW08NC042,1,35.35125826,-83.50721925,2009,12-Jun-09,SAP,BENT,BELGB,Fair,O/E<0.9,YES,39.5,0.861683999,0.61,5.9,8.89,5.27,2,1.03,13.64,NA,NA,NA,NA,NA,6.82,9,NA,NA,2.87,NA,NA,NA,NA,11,NA,NA,25
9/2/2015,13626,FW08NC049,1,35.59448257,-79.05209553,2009,17-Jun-09,SAP,BENT,BELGB,Poor,O/E<0.5,YES,9.15,0.254916524,3.83,0,0,1.66,0,0,21.43,NA,NA,NA,NA,NA,14.29,2,NA,NA,1.94,NA,NA,NA,NA,2,NA,NA,57.14
9/2/2015,13627,FW08NC050,1,36.47169936,-76.94344925,2009,4-Jun-09,CPL,BENT,BELGB,Poor,O/E>0.9,YES,23.33,0.96389041,2.54,5.86,2.5,1.22,1.88,0,NA,NA,NA,19.23,NA,NA,NA,4,NA,NA,2.61,NA,54.67,NA,NA,NA,3,NA,50
9/2/2015,13628,FW08NC050,2,36.47169936,-76.94344925,2009,24-Jun-09,CPL,BENT,BELGB,Poor,O/E>0.9,YES,19.7,1.060279451,0,4.32,5,0,2.5,0,NA,NA,NA,12.5,NA,NA,NA,5,NA,NA,2.35,NA,81.33,NA,NA,NA,5,NA,56.25
9/2/2015,13629,FW08NC055,1,36.54957105,-81.37325538,2009,20-Jun-09,SAP,BENT,BELGB,Good,O/E<0.8,YES,49.3,0.706477186,5.88,9.86,6.67,1.66,4,1.51,21.43,NA,NA,NA,NA,NA,19.05,13,NA,NA,3.42,NA,NA,NA,NA,9,NA,NA,23.81
9/2/2015,13630,FW08ID010,1,45.33148348,-115.9499493,2009,20-Jul-09,WMT,BENT,BERWW,Good,O/E>0.9,YES,66.27,0.992113052,8.6,3.24,8.57,7.75,6.47,5.13,NA,NA,NA,60,68.8,NA,NA,17,NA,56.67,NA,NA,NA,NA,NA,7,NA,NA,13.33
9/2/2015,13632,FW08ID013,1,42.5756575,-113.6292099,2009,9-Jul-09,XER,BENT,BELGB,Poor,O/E<0.5,YES,11.92,0.474364963,0,1.3,2.86,2.4,0.59,0,NA,NA,NA,27.78,86.11,NA,NA,2,NA,NA,NA,NA,56,NA,NA,2,NA,NA,44.44
9/2/2015,13633,FW08MS062,1,32.80068091,-90.401821,2009,21-Jul-09,CPL,BENT,BERWW,Fair,O/E>0.9,YES,42.88,0.966822145,8.83,6.15,1.25,4.4,1.88,3.22,NA,NA,NA,32.14,NA,NA,NA,4,NA,NA,2.66,NA,9.16,NA,NA,NA,2,NA,35.71
9/2/2015,13634,FW08MS017,1,32.49146753,-89.15185344,2009,13-Jul-09,CPL,BENT,BERWW,Fair,O/E>0.9,YES,54.63,1.193545299,9.22,9.29,3.75,1.61,3.75,5.16,NA,NA,NA,20.83,NA,NA,NA,7,NA,NA,3.19,NA,6.33,NA,NA,NA,4,NA,27.08
9/2/2015,13635,FW08MS023,1,32.30793009,-90.32894734,2009,13-Jul-09,CPL,BENT,BERWW,Poor,O/E<0.8,YES,21.4,0.54369951,5.78,4.56,1.25,0.76,0,0.49,NA,NA,NA,17.39,NA,NA,NA,0,NA,NA,2.39,NA,31.21,NA,NA,NA,2,NA,47.83
9/2/2015,13636,FW08RMS9447,1,31.33359687,-90.91144593,2009,15-Jul-09,CPL,BENT,BERWW,Good,O/E>0.9,YES,64,1.417903539,9.27,9.29,2.5,3.59,8.12,5.63,NA,NA,NA,28.85,NA,NA,NA,14,NA,NA,3.19,NA,6,NA,NA,NA,3,NA,25
9/2/2015,13637,FW08MS033,1,32.66983934,-89.43451691,2009,9-Jul-09,CPL,BENT,BERWW,Poor,O/E<0.5,YES,14.65,0.264806552,5.44,0.71,0,2.64,0,0,NA,NA,NA,25,NA,NA,NA,1,NA,NA,1.74,NA,33.67,NA,NA,NA,1,NA,56.25
9/2/2015,13638,FW08MS002,1,31.35112163,-90.84964514,2009,8-Jul-09,CPL,BENT,BERWW,Good,O/E>0.9,YES,72.78,1.261029381,9.64,8.76,6.25,2.79,8.12,8.11,NA,NA,NA,25.58,NA,NA,NA,14,NA,NA,3.1,NA,3.33,NA,NA,NA,6,NA,13.95
9/2/2015,13639,FW08MS025,2,30.88339034,-88.77355139,2009,29-Jul-09,CPL,BENT,BELGB,Fair,O/E>0.9,YES,48.3,0.978168633,5.35,3.61,2.5,5.29,5,7.23,NA,NA,NA,35.71,NA,NA,NA,9,NA,NA,2.23,NA,34.33,NA,NA,NA,3,NA,17.86
9/2/2015,13640,FW08MS016,1,33.91373789,-88.53107038,2009,23-Jul-09,CPL,BENT,BELGB,Poor,O/E<0.8,YES,26.05,0.620696626,5.65,6.75,2.5,0.73,0,0,NA,NA,NA,17.24,NA,NA,NA,1,NA,NA,2.76,NA,32.17,NA,NA,NA,3,NA,55.17
9/2/2015,13641,FW08MS038,1,31.95175587,-90.12811568,2009,7-Jul-09,CPL,BENT,BERWW,Good,O/E>0.9,YES,57.47,1.203741465,8.85,8.22,2.5,3.3,5.62,5.99,NA,NA,NA,27.66,NA,NA,NA,10,NA,NA,3.01,NA,8.98,NA,NA,NA,3,NA,23.4
9/2/2015,13642,FW08MS007,1,32.64695978,-90.33467008,2009,21-Jul-09,CPL,BENT,BERWW,Poor,O/E<0.8,YES,9.8,0.665999367,0,0,1.25,1.67,0,2.96,NA,NA,NA,21.05,NA,NA,NA,1,NA,NA,1.53,NA,76.67,NA,NA,NA,2,NA,36.84
9/2/2015,13643,FW08MS034,1,33.15909382,-89.96501397,2009,22-Jul-09,CPL,BENT,BERWW,Good,O/E>0.9,YES,62.5,1.114027808,9.8,5.03,5,6.94,5.62,5.11,NA,NA,NA,42.42,NA,NA,NA,10,NA,NA,2.47,NA,2.15,NA,NA,NA,5,NA,27.27
9/2/2015,13644,FW08MI012,1,43.52616425,-86.11596352,2009,3-Aug-09,UMW,BENT,BERWW,Poor,O/E<0.9,YES,18.78,0.839853447,1.04,0.45,0,2.12,1.67,5.99,23.33,46.67,NA,NA,NA,NA,NA,7,NA,NA,2.08,NA,NA,NA,NA,NA,2,13.33,NA
9/2/2015,13645,FW08RME94,1,46.50417502,-68.36296697,2009,22-Jul-09,NAP,BENT,BELGB,Poor,O/E>0.9,YES,30.05,1.107101378,2.64,5.27,4.44,0,3.33,2.35,NA,NA,NA,26.67,55.64,NA,NA,10,NA,22.22,NA,NA,NA,NA,55.56,7,NA,NA,NA
9/2/2015,13646,FW08MI003,2,43.77079423,-85.97860139,2009,4-Aug-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,47.5,1.010148029,7.37,2.52,0,8.25,4.44,5.92,8.11,21.62,NA,NA,NA,NA,NA,12,NA,NA,2.4,NA,NA,NA,NA,NA,3,13.51,NA
9/2/2015,13648,FW08VT012,1,43.48264991,-72.62773833,2009,1-Jul-09,NAP,BENT,BERWW,Poor,O/E<0.8,YES,38.53,0.782475339,4.59,4.46,2.22,1.99,4.29,5.57,NA,NA,NA,36.84,58.79,NA,NA,12,NA,31.58,NA,NA,NA,NA,68.42,5,NA,NA,NA
9/2/2015,13658,FW08CO060,1,37.8173524,-103.3687502,2009,17-Jun-09,SPL,BENT,BERWW,Good,O/E>0.9,YES,37.97,1.04860967,7.81,4.79,0,5.42,3.33,1.43,19.23,NA,NA,NA,NA,NA,NA,6,51.67,NA,2.17,2,NA,NA,NA,1,NA,NA,NA
9/2/2015,13750,FW08RWI9055,1,42.85418358,-88.39892387,2009,16-Jun-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,51.57,1.178218042,1.41,10,10,5.29,1,3.24,NA,NA,12,NA,NA,2,NA,NA,11.86,NA,3.34,NA,NA,NA,NA,13,NA,23.91,NA
9/2/2015,13751,FW08RWI9044,1,44.01207682,-89.78829777,2009,15-Jun-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,10.75,0.633492337,5.81,0,0,0,0,0.64,33.33,27.78,NA,NA,NA,NA,NA,1,NA,NA,1.89,NA,NA,NA,NA,NA,1,27.78,NA
9/2/2015,13753,FW08MO058,1,39.1538803,-91.62585609,2009,19-May-09,TPL,BENT,BERWW,Poor,O/E>0.9,YES,2.75,0.934659794,0,0.4,1.25,0,0,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,1.48,NA,NA,NA,NA,2,NA,50,NA
9/2/2015,13754,FW08OR021,1,45.16977887,-120.482277,2009,12-Jun-09,XER,BENT,BELGB,Good,O/E<0.5,YES,62.42,0.387567888,7.75,2.05,7.14,6.31,4.71,9.49,NA,NA,NA,47.37,82.52,NA,NA,9,NA,NA,NA,NA,10.67,NA,NA,5,NA,NA,5.26
9/2/2015,13755,FW08OR033,1,43.77083697,-118.0489728,2009,1-Jun-09,XER,BENT,BELGB,Poor,O/E<0.8,YES,20.97,0.796148851,0,2.28,4.29,4.25,1.76,0,NA,NA,NA,37.04,81.47,NA,NA,4,NA,NA,NA,NA,81.67,NA,NA,3,NA,NA,51.85
9/2/2015,13757,FW08OR037,1,45.53251916,-120.3580321,2009,15-Jun-09,XER,BENT,BELGB,Fair,O/E<0.8,YES,52.68,0.56101578,8.78,3.35,7.14,4.99,5.29,2.06,NA,NA,NA,40.74,76.37,NA,NA,10,NA,NA,NA,NA,7.33,NA,NA,5,NA,NA,29.63
9/2/2015,13758,FW08OR049,1,43.05277149,-117.6943371,2009,30-May-09,XER,BENT,BELGB,Poor,O/E<0.8,YES,28.28,0.713250532,0,7.04,5.71,1.28,2.94,0,NA,NA,NA,22.22,58.78,NA,NA,6,NA,NA,NA,NA,52,NA,NA,4,NA,NA,52.78
9/2/2015,13760,FW08ROR9099,1,42.97872647,-117.7087394,2009,28-May-09,XER,BENT,BELGB,Fair,O/E>0.9,YES,53.07,1.177684002,9.08,4.25,5.71,4.16,6.47,2.17,NA,NA,NA,36.59,72.08,NA,NA,12,NA,NA,NA,NA,6.33,NA,NA,4,NA,NA,29.27
9/2/2015,13762,FW08IA003,1,42.06933973,-95.9195375,2009,28-May-09,TPL,BENT,BERWW,Fair,O/E<0.8,YES,31.77,0.516738284,3.64,6.65,0,1.18,3,4.59,NA,NA,5,NA,NA,4,NA,NA,29.63,NA,2.58,NA,NA,NA,NA,1,NA,20,NA
9/2/2015,13764,FW08IA015,1,42.41056828,-94.98608641,2009,1-Jun-09,TPL,BENT,BERWW,Fair,O/E<0.5,YES,35.55,0.461930532,1.81,5.68,0,1.18,5,7.66,NA,NA,5,NA,NA,6,NA,NA,15.07,NA,2.41,NA,NA,NA,NA,1,NA,11.11,NA
9/2/2015,13768,FW08IA062,1,43.49761688,-92.19012325,2009,6-Jul-09,UMW,BENT,BERWW,Good,O/E<0.9,YES,47.88,0.868826996,4.68,4.06,1.43,5.02,5,8.54,16.13,32.26,NA,NA,NA,NA,NA,13,NA,NA,2.64,NA,NA,NA,NA,NA,4,6.45,NA
9/2/2015,13769,FW08IA063,1,41.37852953,-95.22440283,2009,18-May-09,TPL,BENT,BERWW,Poor,O/E<0.8,YES,17.83,0.761276733,0,3.52,0,0,0,7.18,NA,NA,1,NA,NA,0,NA,NA,0,NA,2.03,NA,NA,NA,NA,0,NA,12.5,NA
9/2/2015,13774,FW08IA083,1,42.44584416,-96.01966152,2009,30-Jun-09,TPL,BENT,BERWW,Poor,O/E>0.9,YES,18.53,1.044370148,0.14,4.77,1.25,1.76,1,2.2,NA,NA,6,NA,NA,2,NA,NA,1.8,NA,2.25,NA,NA,NA,NA,2,NA,26.92,NA
9/2/2015,13775,FW08MD021,1,39.31356348,-76.68983727,2009,23-Jun-09,SAP,BENT,BERWW,Poor,O/E<0.8,YES,16.12,0.693423894,0,3.17,0,4.97,0.5,1.03,14.29,NA,NA,NA,NA,NA,3.57,6,NA,NA,2.49,NA,NA,NA,NA,3,NA,NA,25
9/2/2015,13776,FW08MD026,1,38.62030273,-76.75526854,2009,24-Jun-09,CPL,BENT,BERWW,Good,O/E>0.9,YES,64.07,0.995006386,6.87,8.34,7.5,4.53,5,6.2,NA,NA,NA,32.65,NA,NA,NA,9,NA,NA,3.03,NA,23.33,NA,NA,NA,7,NA,22.45
9/2/2015,13777,FW08MD030,1,38.51169112,-77.02282385,2009,25-Jun-09,CPL,BENT,BERWW,Fair,O/E>0.9,YES,52.12,1.159122263,3.5,4.73,5,6.35,4.38,7.31,NA,NA,NA,40,NA,NA,NA,8,NA,NA,2.42,NA,47.67,NA,NA,NA,5,NA,17.5
9/2/2015,13778,FW08ND046,1,46.75413656,-102.349092,2009,9-Jul-09,NPL,BENT,BERWW,Fair,O/E>0.9,YES,51.23,1.109016268,3.63,5.89,6,5.1,4.29,5.83,20.59,NA,NA,NA,NA,3,NA,NA,NA,20.59,2.26,NA,NA,18,NA,4,NA,NA,NA
9/2/2015,13779,FW08ND086,1,47.27720803,-102.131613,2009,7-Jul-09,NPL,BENT,BERWW,Good,O/E>0.9,YES,57.83,1.298185331,3.98,7.26,6,5.5,5.71,6.25,19.44,NA,NA,NA,NA,4,NA,NA,NA,22.22,2.53,NA,NA,19,NA,4,NA,NA,NA
9/2/2015,13780,FW08DE012,1,39.20764402,-75.74852692,2009,6-Jul-09,CPL,BENT,BERWW,Good,O/E>0.9,YES,56.4,1.440327609,6.36,10,2.5,5.4,3.12,6.46,NA,NA,NA,36.17,NA,NA,NA,6,NA,NA,3.31,NA,27,NA,NA,NA,3,NA,21.28
9/2/2015,13781,FW08KS044,1,38.66455303,-98.06276981,2009,22-Jun-09,SPL,BENT,BELGB,Good,O/E<0.8,YES,38.08,0.748012853,3.37,4.03,2.86,1.63,6.67,4.29,31.03,NA,NA,NA,NA,NA,NA,11,22.67,NA,2.01,4,NA,NA,NA,3,NA,NA,NA
9/2/2015,13783,FW08MO001,1,39.14697049,-91.39218266,2009,18-May-09,TPL,BENT,BERWW,Fair,O/E>0.9,YES,33.63,1.123664907,1.21,3.58,1.25,2.94,2,9.2,NA,NA,8,NA,NA,3,NA,NA,10.33,NA,2.04,NA,NA,NA,NA,2,NA,6.67,NA
9/2/2015,13784,FW08AZ155,1,33.08808747,-109.4624855,2009,20-May-09,XER,BENT,BERWW,Fair,O/E<0.9,YES,47.85,0.821846113,0,5.97,10,2.99,6.47,3.28,NA,NA,NA,30.77,63.9,NA,NA,12,NA,NA,NA,NA,55.67,NA,NA,7,NA,NA,25.64
9/2/2015,13786,FW08PA025,1,41.60763383,-77.50377047,2009,3-Aug-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,63.87,1.197506079,5.72,4.85,8.89,5.17,8.1,5.59,NA,NA,NA,50,57.3,NA,NA,20,NA,37.04,NA,NA,NA,NA,68.52,11,NA,NA,NA
9/2/2015,13787,FW08ND016,1,48.76217456,-98.04276129,2009,11-Aug-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,42.37,0.939312642,4.35,5,2.5,4.71,4,4.86,NA,NA,11,NA,NA,5,NA,NA,35.33,NA,2.29,NA,NA,NA,NA,3,NA,19.23,NA
9/2/2015,13788,FW08ND020,1,46.11629311,-97.38506348,2009,13-Aug-09,TPL,BENT,BERWW,Fair,O/E<0.8,YES,31.68,0.672948204,1.97,2.95,5,4.12,3,1.97,NA,NA,10,NA,NA,4,NA,NA,16.33,NA,1.93,NA,NA,NA,NA,5,NA,27.59,NA
9/2/2015,13789,FW08ND071,1,47.32471283,-97.0365987,2009,12-Aug-09,TPL,BENT,BERWW,Fair,O/E>0.9,YES,35.07,0.900118199,4.19,5.74,3.75,1.18,2,4.18,NA,NA,5,NA,NA,3,NA,NA,34,NA,2.42,NA,NA,NA,NA,4,NA,21.21,NA
9/2/2015,13791,FW08AL001,2,33.22341539,-86.88815694,2009,9-Jul-09,SAP,BENT,BERWW,Poor,O/E<0.9,YES,29.5,0.830723312,0,10,3.33,0,4,0.37,25,NA,NA,NA,NA,NA,3.33,13,NA,NA,3.65,NA,NA,NA,NA,6,NA,NA,26.67
9/2/2015,13792,FW08AL002,1,33.424918,-86.77562358,2009,26-Jun-09,SAP,BENT,BERWW,Poor,O/E>0.9,YES,22.75,0.908794654,0.54,4.32,2.22,3.87,1,1.7,16.67,NA,NA,NA,NA,NA,6.67,7,NA,NA,2.65,NA,NA,NA,NA,5,NA,NA,23.33
